code,description,last_updated
G9101,"Oncology; disease status; gastric cancer, limited to adenocarcinoma as predominant cell type; post r1 or r2 resection (with or without neoadjuvant therapy) with no evidence of disease progression, or metastases (for use in a medicare-approved demonstration project)",09/11/2025
G9102,"Oncology; disease status; gastric cancer, limited to adenocarcinoma as predominant cell type; clinical or pathologic m0, unresectable with no evidence of disease progression, or metastases (for use in a medicare-approved demonstration project)",09/11/2025
G9103,"Oncology; disease status; gastric cancer, limited to adenocarcinoma as predominant cell type; clinical or pathologic m1 at diagnosis, metastatic, locally recurrent, or progressive (for use in a medicare-approved demonstration project)",09/11/2025
G9104,"Oncology; disease status; gastric cancer, limited to adenocarcinoma as predominant cell type; extent of disease unknown, staging in progress, or not listed (for use in a medicare-approved demonstration project)",09/11/2025
G9105,"Oncology; disease status; pancreatic cancer, limited to adenocarcinoma as predominant cell type; post r0 resection without evidence of disease progression, recurrence, or metastases (for use in a medicare-approved demonstration project)",09/11/2025
G9106,"Oncology; disease status; pancreatic cancer, limited to adenocarcinoma; post r1 or r2 resection with no evidence of disease progression, or metastases (for use in a medicare-approved demonstration project)",09/11/2025
G9107,"Oncology; disease status; pancreatic cancer, limited to adenocarcinoma; unresectable at diagnosis, m1 at diagnosis, metastatic, locally recurrent, or progressive (for use in a medicare-approved demonstration project)",09/11/2025
G9108,"Oncology; disease status; pancreatic cancer, limited to adenocarcinoma; extent of disease unknown, staging in progress, or not listed (for use in a medicare-approved demonstration project)",09/11/2025
G9109,"Oncology; disease status; head and neck cancer, limited to cancers of oral cavity, pharynx and larynx with squamous cell as predominant cell type; extent of disease initially established as t1-t2 and n0, m0 (prior to neo-adjuvant therapy, if any) with no evidence of disease progression, recurrence, or metastases (for use in a medicare-approved demonstration project)",09/11/2025
G9110,"Oncology; disease status; head and neck cancer, limited to cancers of oral cavity, pharynx and larynx with squamous cell as predominant cell type; extent of disease initially established as t3-4 and/or n1-3, m0 (prior to neo-adjuvant therapy, if any) with no evidence of disease progression, recurrence, or metastases (for use in a medicare-approved demonstration project)",09/11/2025
G9111,"Oncology; disease status; head and neck cancer, limited to cancers of oral cavity, pharynx and larynx with squamous cell as predominant cell type; m1 at diagnosis, metastatic, locally recurrent, or progressive (for use in a medicare-approved demonstration project)",09/11/2025
G9112,"Oncology; disease status; head and neck cancer, limited to cancers of oral cavity, pharynx and larynx with squamous cell as predominant cell type; extent of disease unknown, staging in progress, or not listed (for use in a medicare-approved demonstration project)",09/11/2025
G9113,"Oncology; disease status; ovarian cancer, limited to epithelial cancer; pathologic stage ia-b (grade 1) without evidence of disease progression, recurrence, or metastases (for use in a medicare-approved demonstration project)",09/11/2025
G9114,"Oncology; disease status; ovarian cancer, limited to epithelial cancer; pathologic stage ia-b (grade 2-3); or stage ic (all grades); or stage ii; without evidence of disease progression, recurrence, or metastases (for use in a medicare-approved demonstration project)",09/11/2025
G9115,"Oncology; disease status; ovarian cancer, limited to epithelial cancer; pathologic stage iii-iv; without evidence of progression, recurrence, or metastases (for use in a medicare-approved demonstration project)",09/11/2025
G9116,"Oncology; disease status; ovarian cancer, limited to epithelial cancer; evidence of disease progression, or recurrence, and/or platinum resistance (for use in a medicare-approved demonstration project)",09/11/2025
G9117,"Oncology; disease status; ovarian cancer, limited to epithelial cancer; extent of disease unknown, staging in progress, or not listed (for use in a medicare-approved demonstration project)",09/11/2025
G9123,"Oncology; disease status; chronic myelogenous leukemia, limited to philadelphia chromosome positive and/or bcr-abl positive; chronic phase not in hematologic, cytogenetic, or molecular remission (for use in a medicare-approved demonstration project)",09/11/2025
G9124,"Oncology; disease status; chronic myelogenous leukemia, limited to philadelphia chromosome positive and/or bcr-abl positive; accelerated phase not in hematologic cytogenetic, or molecular remission (for use in a medicare-approved demonstration project)",09/11/2025
G9125,"Oncology; disease status; chronic myelogenous leukemia, limited to philadelphia chromosome positive and/or bcr-abl positive; blast phase not in hematologic, cytogenetic, or molecular remission (for use in a medicare-approved demonstration project)",09/11/2025
G9126,"Oncology; disease status; chronic myelogenous leukemia, limited to philadelphia chromosome positive and/or bcr-abl positive; in hematologic, cytogenetic, or molecular remission (for use in a medicare-approved demonstration project)",09/11/2025
G9128,"Oncology; disease status; limited to multiple myeloma, systemic disease; smoldering, stage i (for use in a medicare-approved demonstration project)",09/11/2025
G9129,"Oncology; disease status; limited to multiple myeloma, systemic disease; stage ii or higher (for use in a medicare-approved demonstration project)",09/11/2025
G9130,"Oncology; disease status; limited to multiple myeloma, systemic disease; extent of disease unknown, staging in progress, or not listed (for use in a medicare-approved demonstration project)",09/11/2025
G9131,"Oncology; disease status; invasive female breast cancer (does not include ductal carcinoma in situ); adenocarcinoma as predominant cell type; extent of disease unknown, staging in progress, or not listed (for use in a medicare-approved demonstration project)",09/11/2025
G9132,"Oncology; disease status; prostate cancer, limited to adenocarcinoma; hormone-refractory/androgen-independent (e.g., rising psa on anti-androgen therapy or post-orchiectomy); clinical metastases (for use in a medicare-approved demonstration project)",09/11/2025
G9133,"Oncology; disease status; prostate cancer, limited to adenocarcinoma; hormone-responsive; clinical metastases or m1 at diagnosis (for use in a medicare-approved demonstration project)",09/11/2025
G9134,"Oncology; disease status; non-hodgkin's lymphoma, any cellular classification; stage i, ii at diagnosis, not relapsed, not refractory (for use in a medicare-approved demonstration project)",09/11/2025
G9135,"Oncology; disease status; non-hodgkin's lymphoma, any cellular classification; stage iii, iv, not relapsed, not refractory (for use in a medicare-approved demonstration project)",09/11/2025
G9136,"Oncology; disease status; non-hodgkin's lymphoma, transformed from original cellular diagnosis to a second cellular classification (for use in a medicare-approved demonstration project)",09/11/2025
