code,description,detailed_description,last_updated
O640,Obstructed labour due to incomplete rotation of fetal head,Obstructed labour due to incomplete rotation of fetal head,09/11/2025
O641,Obstructed labour due to breech presentation,Obstructed labour due to breech presentation,09/11/2025
O642,Obstructed labour due to face presentation,Obstructed labour due to face presentation,09/11/2025
O643,Obstructed labour due to brow presentation,Obstructed labour due to brow presentation,09/11/2025
O644,Obstructed labour due to shoulder presentation,Obstructed labour due to shoulder presentation,09/11/2025
O645,Obstructed labour due to compound presentation,Obstructed labour due to compound presentation,09/11/2025
O648,Obstructed labour due to other malposition and malpresentation,Obstructed labour due to other malposition and malpresentation,09/11/2025
O649,"Obstructed labour due to malposition and malpresentation, unspecified","Obstructed labour due to malposition and malpresentation, unspecified",09/11/2025
O65,Obstructed labour due to maternal pelvic abnormality,N/A,09/11/2025
O650,Obstructed labour due to deformed pelvis,Obstructed labour due to deformed pelvis,09/11/2025
O651,Obstructed labour due to generally contracted pelvis,Obstructed labour due to generally contracted pelvis,09/11/2025
O652,Obstructed labour due to pelvic inlet contraction,Obstructed labour due to pelvic inlet contraction,09/11/2025
O653,Obstructed labour due to pelvic outlet and mid-cavity contraction,Obstructed labour due to pelvic outlet and mid-cavity contraction,09/11/2025
O654,"Obstructed labour due to fetopelvic disproportion, unspecified","Obstructed labour due to fetopelvic disproportion, unspecified",09/11/2025
O655,Obstructed labour due to abnormality of maternal pelvic organs,Obstructed labour due to abnormality of maternal pelvic organs,09/11/2025
O658,Obstructed labour due to other maternal pelvic abnormalities,Obstructed labour due to other maternal pelvic abnormalities,09/11/2025
O659,"Obstructed labour due to maternal pelvic abnormality, unspecified","Obstructed labour due to maternal pelvic abnormality, unspecified",09/11/2025
O66,Other obstructed labour,N/A,09/11/2025
O660,Obstructed labour due to shoulder dystocia,Obstructed labour due to shoulder dystocia,09/11/2025
O661,Obstructed labour due to locked twins,Obstructed labour due to locked twins,09/11/2025
O662,Obstructed labour due to unusually large fetus,Obstructed labour due to unusually large fetus,09/11/2025
O663,Obstructed labour due to other abnormalities of fetus,Obstructed labour due to other abnormalities of fetus,09/11/2025
O664,"Failed trial of labour, unspecified","Failed trial of labour, unspecified",09/11/2025
O665,"Failed application of vacuum extractor and forceps, unspecified","Failed application of vacuum extractor and forceps, unspecified",09/11/2025
O668,Other specified obstructed labour,Other specified obstructed labour,09/11/2025
O669,"Obstructed labour, unspecified","Obstructed labour, unspecified",09/11/2025
O67,"Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified",N/A,09/11/2025
O670,Intrapartum haemorrhage with coagulation defect,Intrapartum haemorrhage with coagulation defect,09/11/2025
O678,Other intrapartum haemorrhage,Other intrapartum haemorrhage,09/11/2025
O679,"Intrapartum haemorrhage, unspecified","Intrapartum haemorrhage, unspecified",09/11/2025
O68,Labour and delivery complicated by fetal stress [distress],N/A,09/11/2025
O680,Labour and delivery complicated by fetal heart rate anomaly,Labour and delivery complicated by fetal heart rate anomaly,09/11/2025
O681,Labour and delivery complicated by meconium in amniotic fluid,Labour and delivery complicated by meconium in amniotic fluid,09/11/2025
O682,Labour and delivery complicated by fetal heart rate anomaly with meconium in amniotic fluid,Labour and delivery complicated by fetal heart rate anomaly with meconium in amniotic fluid,09/11/2025
O683,Labour and delivery complicated by biochemical evidence of fetal stress,Labour and delivery complicated by biochemical evidence of fetal stress,09/11/2025
O688,Labour and delivery complicated by other evidence of fetal stress,Labour and delivery complicated by other evidence of fetal stress,09/11/2025
O689,"Labour and delivery complicated by fetal stress, unspecified","Labour and delivery complicated by fetal stress, unspecified",09/11/2025
O69,Labour and delivery complicated by umbilical cord complications,N/A,09/11/2025
O690,Labour and delivery complicated by prolapse of cord,Labour and delivery complicated by prolapse of cord,09/11/2025
O691,"Labour and delivery complicated by cord around neck, with compression","Labour and delivery complicated by cord around neck, with compression",09/11/2025
O692,"Labour and delivery complicated by other cord entanglement, with compression","Labour and delivery complicated by other cord entanglement, with compression",09/11/2025
O693,Labour and delivery complicated by short cord,Labour and delivery complicated by short cord,09/11/2025
O694,Labour and delivery complicated by vasa praevia,Labour and delivery complicated by vasa praevia,09/11/2025
O695,Labour and delivery complicated by vascular lesion of cord,Labour and delivery complicated by vascular lesion of cord,09/11/2025
O698,Labour and delivery complicated by other cord complications,Labour and delivery complicated by other cord complications,09/11/2025
O699,"Labour and delivery complicated by cord complication, unspecified","Labour and delivery complicated by cord complication, unspecified",09/11/2025
O70,Perineal laceration during delivery,N/A,09/11/2025
O700,First degree perineal laceration during delivery,First degree perineal laceration during delivery,09/11/2025
O701,Second degree perineal laceration during delivery,Second degree perineal laceration during delivery,09/11/2025
O702,Third degree perineal laceration during delivery,Third degree perineal laceration during delivery,09/11/2025
O703,Fourth degree perineal laceration during delivery,Fourth degree perineal laceration during delivery,09/11/2025
O709,"Perineal laceration during delivery, unspecified","Perineal laceration during delivery, unspecified",09/11/2025
O71,Other obstetric trauma,N/A,09/11/2025
O710,Rupture of uterus before onset of labour,Rupture of uterus before onset of labour,09/11/2025
O711,Rupture of uterus during labour,Rupture of uterus during labour,09/11/2025
O712,Postpartum inversion of uterus,Postpartum inversion of uterus,09/11/2025
O713,Obstetric laceration of cervix,Obstetric laceration of cervix,09/11/2025
O714,Obstetric high vaginal laceration,Obstetric high vaginal laceration,09/11/2025
O715,Other obstetric injury to pelvic organs,Other obstetric injury to pelvic organs,09/11/2025
O716,Obstetric damage to pelvic joints and ligaments,Obstetric damage to pelvic joints and ligaments,09/11/2025
O717,Obstetric haematoma of pelvis,Obstetric haematoma of pelvis,09/11/2025
O718,Other specified obstetric trauma,Other specified obstetric trauma,09/11/2025
O719,"Obstetric trauma, unspecified","Obstetric trauma, unspecified",09/11/2025
O72,Postpartum haemorrhage,N/A,09/11/2025
O720,Third-stage haemorrhage,Third-stage haemorrhage,09/11/2025
O721,Other immediate postpartum haemorrhage,Other immediate postpartum haemorrhage,09/11/2025
O722,Delayed and secondary postpartum haemorrhage,Delayed and secondary postpartum haemorrhage,09/11/2025
O723,Postpartum coagulation defects,Postpartum coagulation defects,09/11/2025
O73,"Retained placenta and membranes, without haemorrhage",N/A,09/11/2025
O730,Retained placenta without haemorrhage,Retained placenta without haemorrhage,09/11/2025
O731,"Retained portions of placenta and membranes, without haemorrhage","Retained portions of placenta and membranes, without haemorrhage",09/11/2025
O74,Complications of anaesthesia during labour and delivery,N/A,09/11/2025
O740,Aspiration pneumonitis due to anaesthesia during labour and delivery,Aspiration pneumonitis due to anaesthesia during labour and delivery,09/11/2025
O741,Other pulmonary complications of anaesthesia during labour and delivery,Other pulmonary complications of anaesthesia during labour and delivery,09/11/2025
O742,Cardiac complications of anaesthesia during labour and delivery,Cardiac complications of anaesthesia during labour and delivery,09/11/2025
O743,Central nervous system complications of anaesthesia during labour and delivery,Central nervous system complications of anaesthesia during labour and delivery,09/11/2025
O744,Toxic reaction to local anaesthesia during labour and delivery,Toxic reaction to local anaesthesia during labour and delivery,09/11/2025
O745,Spinal and epidural anaesthesia-induced headache during labour and delivery,Spinal and epidural anaesthesia-induced headache during labour and delivery,09/11/2025
O746,Other complications of spinal and epidural anaesthesia during labour and delivery,Other complications of spinal and epidural anaesthesia during labour and delivery,09/11/2025
O747,Failed or difficult intubation during labour and delivery,Failed or difficult intubation during labour and delivery,09/11/2025
O748,Other complications of anaesthesia during labour and delivery,Other complications of anaesthesia during labour and delivery,09/11/2025
O749,"Complication of anaesthesia during labour and delivery, unspecified","Complication of anaesthesia during labour and delivery, unspecified",09/11/2025
O75,"Other complications of labour and delivery, not elsewhere classified",N/A,09/11/2025
O750,Maternal distress during labour and delivery,Maternal distress during labour and delivery,09/11/2025
O751,Shock during or following labour and delivery,Shock during or following labour and delivery,09/11/2025
O752,"Pyrexia during labour, not elsewhere classified","Pyrexia during labour, not elsewhere classified",09/11/2025
O753,Other infection during labour,Other infection during labour,09/11/2025
O754,Other complications of obstetric surgery and procedures,Other complications of obstetric surgery and procedures,09/11/2025
O755,Delayed delivery after artificial rupture of membranes,Delayed delivery after artificial rupture of membranes,09/11/2025
O756,Delayed delivery after spontaneous or unspecified rupture of membranes,Delayed delivery after spontaneous or unspecified rupture of membranes,09/11/2025
O757,Vaginal delivery following previous caesarean section,Vaginal delivery following previous caesarean section,09/11/2025
O758,Other specified complications of labour and delivery,Other specified complications of labour and delivery,09/11/2025
O759,"Complication of labour and delivery, unspecified","Complication of labour and delivery, unspecified",09/11/2025
O80,Single spontaneous delivery,N/A,09/11/2025
O800,Spontaneous vertex delivery,Spontaneous vertex delivery,09/11/2025
O801,Spontaneous breech delivery,Spontaneous breech delivery,09/11/2025
O808,Other single spontaneous delivery,Other single spontaneous delivery,09/11/2025
